GEOID,year,median_income_hh,median_house_value,pct_single_father,pct_single_mother,fertility,pct_bachelors,pct_born_us,pct_only_speaks_english
11001007406,2012,29963,312500,1.2,40.9,46,3.9,98.6,98.7
11001007407,2012,37269,261200,7.5,18,150,6.3,98.5,96.9
11001007408,2012,18630,791700,0,34.9,40,1.9,98.5,97.1
11001007409,2012,25474,290700,3.6,26.7,104,5.1,98.9,98.8
11001007502,2012,28804,260600,4.9,23.3,36,8.4,98.4,97.6
11001007503,2012,32262,234300,3.5,30.3,99,3.6,97.4,97.1
11001007504,2012,18924,214700,2.5,24.9,99,5.8,94.9,96.7
11001007601,2012,42121,269300,0.7,11.9,127,7.3,98,99.1
11001007603,2012,48674,223800,1.6,11.7,35,17.2,91.4,91.3
11001007604,2012,53323,381700,2.3,7.6,12,19.5,95.1,97.5
11001007605,2012,42863,262100,4.8,7.2,99,8.3,92.7,95.2
11001007703,2012,35496,241600,2.7,19.8,113,9.3,96.2,96.3
11001007707,2012,50091,271900,1.7,15.9,21,8.6,98.6,97.7
11001007708,2012,27256,174200,4.1,19.3,88,8.9,99.5,98.1
11001007709,2012,32725,223600,0,12.4,25,7.6,96.1,94.8
11001007803,2012,25000,258700,2.5,12.2,24,11.6,98.1,98
11001007804,2012,29320,243500,2.3,17.1,139,3,94.8,94.2
11001007806,2012,39632,241200,3.7,11.8,9,14.7,93.3,93
11001007807,2012,21813,216400,2.2,28.3,47,2.1,95.3,97.3
11001007808,2012,38929,239100,0,20.4,144,16.1,87.9,86.5
11001007809,2012,33297,198100,0,23.2,53,5.5,95,97.6
11001007901,2012,33569,357500,5.6,17.5,70,8.8,96.7,95.2
11001007903,2012,40577,304400,2.2,5.9,29,18.1,96.8,96.1
11001008001,2012,92500,525800,0.8,7.4,27,29.2,89.8,92.9
11001008002,2012,102784,532200,0.5,5.7,98,26.3,92.5,92.1
11001008100,2012,125518,673500,0.5,2.1,79,34.3,91.6,92.5
11001008200,2012,94342,817600,0,1.1,51,46.6,89.5,93.3
11001008301,2012,110875,707700,0.8,0.8,65,37.5,91.9,88.9
11001008302,2012,108750,638700,3.4,0,35,38.7,92.4,88.2
11001008402,2012,80143,563400,1.3,3.9,69,29.8,87.7,88
11001008410,2012,98750,395400,4.6,11.5,63,24.8,94,93.6
11001008701,2012,52188,426000,0,11.2,50,18.1,92.8,92.2
11001008702,2012,55441,361900,1.6,7.6,91,11.2,87.5,91.5
11001008802,2012,39583,335000,1,9.8,12,18.4,94,93.7
11001008803,2012,24667,228900,0,19.4,0,10.5,83,80.8
11001008804,2012,28023,247200,5.3,13.4,30,4.4,97.3,92.3
11001008903,2012,30440,256300,0,27.3,18,7.5,94.9,93.3
11001008904,2012,26587,198900,6.1,10.8,70,8.3,85.1,88.6
11001009000,2012,35769,348800,1.8,3.1,88,12.6,97,97.2
11001009102,2012,33438,293700,1.7,23.2,78,9.4,91.5,93.9
11001009201,2012,54044,321000,2.1,11.7,34,9.5,87.3,82.1
11001009203,2012,46958,335300,0,10.4,99,25.1,90,91.9
11001009204,2012,25341,243800,3.4,11.8,14,12.4,81.7,76.6
11001009301,2012,76599,444700,0,9.1,47,20.3,89.2,90.6
11001009302,2012,65931,349600,0,5.6,71,12.4,89,88.4
11001009400,2012,66500,381800,0,7.5,35,13.5,91.5,94.5
11001009501,2012,40760,291000,6,9.8,44,10.2,75.8,79.8
11001009503,2012,78571,388500,0.8,11.4,57,28.8,94.2,94
11001009504,2012,54107,338900,3.2,7.9,0,14.6,90.2,88.5
11001009505,2012,71546,358700,1.1,7.1,0,21,92.3,87.6
11001009507,2012,48974,321900,0,0,14,18.2,85.4,87.1
11001009508,2012,53860,324500,1,4.8,45,21.3,80.4,81.6
11001009509,2012,67877,319000,5.6,6.1,23,15.9,85.7,90.9
11001009601,2012,35754,325900,0.9,27.9,0,14.6,96.5,97.5
11001009602,2012,20773,257700,0.6,31.7,30,4.2,99.6,98.9
11001009603,2012,40666,215500,1.7,13.2,26,9.3,96.4,96.5
11001009604,2012,45903,244300,2.1,6,19,13.4,97.3,92.9
11001009700,2012,27008,250800,0,35.7,67,7.2,99.3,98.4
11001009801,2012,29276,194400,0,20.5,85,11.2,98.7,98.4
11001009802,2012,23438,235400,0,23.1,85,8,99.6,99.5
11001009803,2012,18936,219000,1.8,7.5,22,5,97,96
11001009804,2012,51776,247700,3.4,12.2,56,7.9,99.1,96.9
11001009807,2012,39063,225500,2.3,13,93,7.9,95.3,97.7
11001009810,2012,26667,168300,2.3,37.3,0,5,99,97
11001009811,2012,24741,160200,8.6,24,53,4.5,98.7,98.5
11001009901,2012,83934,360600,0.5,0.9,53,21.4,99,96.7
11001009902,2012,53776,236400,2.3,15.6,163,13.8,98.7,97.6
11001009903,2012,55665,264000,0.6,20.2,32,13.6,99.4,100
11001009904,2012,37083,202100,7.4,10.4,80,9.6,96.4,98.6
11001009905,2012,37256,275000,2.1,19.4,53,7.1,97.4,96.4
11001009906,2012,40926,205800,1.2,22.9,61,6,99,98.9
11001009907,2012,23964,220200,2.6,31.9,24,2.1,98.9,97.9
11001010100,2012,59333,393200,0,0,0,27.1,67.8,64.2
11001010200,2012,82656,523300,0.9,7.1,23,27.1,87.2,87.5
11001010300,2012,58750,434300,2.1,12.5,0,16.4,75.2,69.6
11001010400,2012,40025,283200,5.2,13.2,53,11,93.5,96.5
11001010500,2012,67235,337100,1,2.5,23,33.1,82,81.5
11001010600,2012,80888,416000,1.7,4.9,41,31.5,84.3,85.3
11001010700,2012,79076,404200,0,0.3,0,31.6,77.3,80.6
11001010800,2012,20673,238300,0,0,1,39.4,87.4,85.2
11001010900,2012,32143,135300,3.9,34,50,12.7,98.8,96.2
11001011000,2012,90637,275000,0,1.1,5,27.7,84.1,84.8
11001011100,2012,58824,351400,2,7.3,13,18.3,90.6,91.2
11001000100,2013,146161,978800,0,2.4,105,27,78.4,79.2
11001000201,2013,NA,NA,NA,NA,0,17.3,83.3,73.8
11001000202,2013,149375,1000000,0.3,3.7,16,34.6,84.9,83.1
11001000300,2013,111289,759000,1.6,3.7,42,29,82.6,84.3
11001000400,2013,233250,1000000,0.7,2.3,0,20.6,68.1,70.8
11001000501,2013,95556,910000,0,1.1,0,34.8,78.3,83
11001000502,2013,115216,913900,0,1,27,24.6,81.3,78.3
11001000600,2013,125921,1000000,0,2.5,13,29.7,78.3,75.1
11001000701,2013,70515,347500,0,0.7,47,36.6,72.8,74.5
11001000702,2013,70033,286100,1.3,1.1,20,40,79,77.9
11001000801,2013,119641,810800,3.7,0.7,80,33.1,70,72.6
11001000802,2013,113523,845400,0.8,2.7,62,35.1,79.7,77.8
11001000901,2013,201250,1000000,0,0.7,17,31,83.1,78.4
11001000902,2013,185500,966400,0.8,4.3,0,30,80.1,80.9
11001001001,2013,156786,841800,2.5,5.1,47,28.8,78.4,77.3
11001001002,2013,84063,439600,0,0,45,22.9,83.7,83.2
11001001100,2013,129118,849600,1.7,6.4,15,31.8,82.2,81.7
11001001200,2013,105262,767800,0,3.5,19,37.2,78.3,76.9
11001001301,2013,109567,1000000,2.2,0,9,26.7,84.1,84.4
11001001302,2013,83583,423900,0,0,36,31.4,77.7,77.7
11001001401,2013,120417,904800,0.6,1.8,42,32,81,84.4
11001001402,2013,105568,773700,0,3.2,32,32.9,78.3,84
11001001500,2013,204333,919000,0,1.1,126,29.4,89.3,89.2
11001001600,2013,140688,705900,2.5,4.1,77,32.9,91,91.3
11001001702,2013,98657,437300,0,5.2,36,21.4,87.2,84.9
11001001803,2013,44335,522200,3.2,3.3,93,19.5,53,46.9
11001001804,2013,42476,421100,2.4,6.1,69,11.6,53.9,60.3
11001001901,2013,78662,374400,2.9,5.8,49,13.5,85.7,85.8
11001001902,2013,74625,404400,0.6,12,36,17.2,85.1,92.3
11001002001,2013,49006,727500,2.1,1.7,36,22.9,68.7,61
11001002002,2013,59840,533700,2.3,6.4,109,20.2,77.6,65.9
11001002101,2013,45987,334000,0.9,8.1,31,17.1,63.3,62.2
11001002102,2013,50142,373400,0.7,16.4,101,26.3,75.4,69.8
11001002201,2013,68170,373000,1,6.1,51,20.5,80.9,83
11001002202,2013,41875,334100,7.7,15.7,0,19.8,77.6,74.1
11001002301,2013,66509,376300,3.7,11.7,83,17.4,83,86.4
11001002302,2013,60263,324700,1.2,8.3,0,18.5,90.9,93.3
11001002400,2013,65227,422500,0.7,10.4,38,20.6,75.4,77.2
11001002501,2013,30694,598600,0,4.9,85,19.7,74,76.6
11001002502,2013,54018,451000,1.2,6.1,122,12.6,70,66.5
11001002600,2013,126597,897200,0.9,1.1,138,26.8,82.5,79.8
11001002701,2013,65633,663800,2.4,2.5,17,29.9,73.9,75.6
11001002702,2013,100000,777400,1.4,0.7,88,24.6,71.4,69.1
11001002801,2013,49232,443000,4.9,7.8,46,23.3,56.6,64.1
11001002802,2013,46421,448000,2,7.7,42,17.5,59.5,61.8
11001002900,2013,82120,540900,0.7,4.6,27,21.1,65.6,71.6
11001003000,2013,63309,589700,1.6,12.5,14,36.8,88,83.2
11001003100,2013,63750,388800,1.5,12.3,30,25.7,63,61.4
11001003200,2013,67988,376200,2.6,8.1,43,15.2,74,72.8
11001003301,2013,93903,537500,0.6,2,11,25.8,89.1,89.9
11001003302,2013,87393,585900,0.7,9.7,26,27.6,81.7,83
11001003400,2013,70263,543900,3.6,2.9,14,38.7,90.1,83.4
11001003500,2013,66830,410500,1.1,10.2,5,24,79.7,77.5
11001003600,2013,75505,619900,2.1,8.4,17,27.9,80.2,79.4
11001003700,2013,58663,438400,1.4,9.6,63,29.9,73.6,80.4
11001003800,2013,93461,580300,2.7,0,22,30.6,70,67.8
11001003900,2013,80750,398800,0,0.9,18,33.1,79,79
11001004001,2013,102757,453000,0.7,0.5,34,33.5,85.1,80.2
11001004002,2013,89675,550700,0,0,8,31.1,75.6,73.6
11001004100,2013,114602,859400,0.6,0.9,26,28.1,79.7,72.5
11001004201,2013,89851,477600,0,0.7,12,32.6,81.7,82.6
11001004202,2013,90707,485500,0,0,40,39.2,82.4,85.3
11001004300,2013,71021,707600,3.4,1.2,45,37.1,75.5,82.5
11001004400,2013,119638,608100,0,1.4,13,37.6,83,87.3
11001004600,2013,80985,470700,1.7,11.8,129,25.2,91.3,90.6
11001004701,2013,24962,432000,0,14.9,87,18.3,86,88.3
11001004702,2013,81875,417700,0,4.3,0,28.3,87.8,81.9
11001004801,2013,86629,572000,0,1.4,11,27.5,85.9,85.6
11001004802,2013,61875,463800,3.3,6.9,31,22.1,78.8,83.9
11001004901,2013,52824,716000,2.4,14.1,81,28.2,86.8,79.7
11001004902,2013,93203,497600,1.2,5.7,20,24.5,75.7,82.6
11001005001,2013,130173,711400,0,0,82,40.7,83.6,83.1
11001005002,2013,81316,519900,0,0,9,22.4,72.7,77.1
11001005201,2013,92255,485300,0,0,0,30.9,84.8,79.6
11001005301,2013,83393,453100,1.3,0,35,33.5,80.7,83.1
11001005500,2013,96793,577400,0,2.6,21,30.3,74.3,73.1
11001005600,2013,70793,508800,0,0,19,29,73.3,77.7
11001005800,2013,118194,443000,0.5,0.5,51,28.6,72,66.5
11001005900,2013,83977,453600,0,0,0,35.2,83.1,82
11001006202,2013,NA,NA,NA,NA,NA,NA,NA,NA
11001006400,2013,20321,357600,0.7,21.3,57,8.5,93.2,93.3
11001006500,2013,132794,699600,1.1,2.7,86,32.8,89.4,89.1
11001006600,2013,158286,845800,0,0,3,31.9,88,84.8
11001006700,2013,137143,788700,1.7,1.4,27,33.8,89.1,89.2
11001006801,2013,85114,460200,0,6,45,21.7,94.6,94.8
11001006802,2013,104239,526600,1.7,6.1,52,19.4,89.9,83.7
11001006804,2013,NA,NA,NA,NA,0,2.2,91.8,93.2
11001006900,2013,111667,655700,0,0,89,30.6,91.8,92.7
11001007000,2013,98281,653400,0,2.5,30,35.7,91.6,91.4
11001007100,2013,72941,441200,1.4,9.7,54,24.2,90.8,91.4
11001007200,2013,91458,413000,0.9,3.2,33,32,90.2,93.3
11001007301,2013,72629,NA,1.4,7,158,24.3,90.8,89.9
11001007304,2013,23867,191900,2.2,25.6,96,6.8,98.6,96.5
11001007401,2013,15393,248100,5.3,33.3,66,5.2,96.8,97
11001007403,2013,27652,210000,1.5,34.2,14,3.5,96.4,97
11001007404,2013,28347,244600,1.7,33.9,33,13.9,97.6,98.7
11001007406,2013,21484,NA,1.8,38.9,37,2.9,98.9,98.4
11001007407,2013,37586,256300,9,19.3,138,9.2,98.2,93.8
11001007408,2013,25058,492900,1.7,28.7,64,2.3,97.9,97
11001007409,2013,26862,272200,2.8,27.5,135,3.9,99.6,99.6
11001007502,2013,19559,223500,1.4,26.9,41,7.9,97.6,96.7
11001007503,2013,33512,255500,0.8,29.1,94,4.3,97.6,96.2
11001007504,2013,17372,203100,5.1,20.5,81,6.8,95.6,94
11001007601,2013,43256,267100,3,11.5,113,7.3,98.1,96
11001007603,2013,53701,292300,1.2,10.1,46,14.7,96.5,94.8
11001007604,2013,52764,344700,3.9,9.3,11,16.3,94.6,97.3
11001007605,2013,42222,238300,5.1,6.6,96,8.6,92,95.4
11001007703,2013,31737,227700,2.8,21.1,112,8,96.4,96.3
11001007707,2013,49068,259100,1.5,14.6,27,8.5,97.9,98
11001007708,2013,26761,167700,7.6,15.5,83,3.8,99.7,98.5
11001007709,2013,33396,225400,0,10.9,18,8.2,95.2,91.9
11001007803,2013,32750,204000,2.6,13.2,34,9.4,96.2,96.8
11001007804,2013,36484,216400,4.5,12.3,101,4.3,94.7,96
11001007806,2013,37755,221300,2.7,19.8,23,10.9,96.7,97.6
11001007807,2013,28854,189200,0,21.3,64,4,95.8,95.7
11001007808,2013,31037,216800,0,26.5,129,13.1,90.2,92.2
11001007809,2013,34054,200300,0,26.9,58,6.6,95.5,96
11001007901,2013,38155,340900,7.3,15.8,28,11,96.8,96
11001007903,2013,42219,320700,3.6,5.1,21,16.2,97.4,96.2
11001008001,2013,100969,547700,0.8,7,26,33.4,88.1,92.7
11001008002,2013,108478,541300,0.6,3.4,113,25.8,92.6,90.3
11001008100,2013,127179,687500,0.8,2,63,37.2,91.9,90.4
11001008200,2013,92385,808300,0,1.4,21,44.6,87.1,92.8
11001008301,2013,130536,683200,1.6,1,76,40.4,89.2,88.5
11001008302,2013,116875,658800,2.7,0,19,37.7,90.1,88.5
11001008402,2013,88516,593800,1.2,1,76,27.4,88.4,88.5
11001008410,2013,102900,430800,2.2,8.9,84,30.7,92,93.8
11001008701,2013,57212,429200,0,8.7,40,18.6,94.7,91.9
11001008702,2013,54259,364200,1.5,7.4,66,16.3,87.3,87.9
11001008802,2013,39613,329900,2.3,11,16,14.3,94,92
11001008803,2013,18785,225600,0,20,0,8,86.5,81.7
11001008804,2013,27441,230800,1.1,11.8,31,8.9,96.2,90.8
11001008903,2013,34080,239000,1,28.6,125,10.6,92.7,93.6
11001008904,2013,30295,203000,5.6,9.4,63,10.1,84.6,90.4
11001009000,2013,31740,332400,1.3,3.2,103,12.3,95.4,96.7
11001009102,2013,35685,284300,4,22.5,85,12.1,90.1,90.6
11001009201,2013,50677,317600,2.2,7.9,20,12,90.3,84.1
11001009203,2013,63073,335100,0,10.8,79,25.5,86.1,87.8
11001009204,2013,24489,231300,4.2,14.3,14,11.4,80.4,74.9
11001009301,2013,78415,460500,0,5.6,49,21.1,89.3,88.4
11001009302,2013,58424,358000,0,9.4,63,14.8,91.9,90.8
11001009400,2013,69701,395200,0,4.4,44,16.1,92.2,91
11001009501,2013,45144,299200,5.6,11.3,54,8.8,71.5,75.5
11001009503,2013,79000,366700,0,12.6,44,27.4,94.6,93.5
11001009504,2013,61875,347100,4.4,7.9,0,13,89.8,86.8
11001009505,2013,63661,343000,0,5.4,0,18.8,91.9,88.4
11001009507,2013,53646,320000,0,2.1,11,16.2,79.6,79.8
11001009508,2013,54500,328300,2.9,3.6,40,20.8,72.8,73.7
11001009509,2013,62432,322800,6.6,5.3,60,14.3,88.5,93.9
11001009601,2013,26620,314900,3.2,31.8,54,13.6,97.3,97.7
11001009602,2013,21927,216700,0.5,32.1,132,3.7,98,95.2
11001009603,2013,39268,221700,0.7,12.2,40,7.9,96.1,94.7
11001009604,2013,48641,211100,8.8,4.2,16,12,97.1,92.5
11001009700,2013,32595,240800,0,30.1,16,6.7,99.4,98.4
11001009801,2013,27100,204000,0.9,22.4,126,8.1,98.1,98
11001009802,2013,25086,117600,0,24.4,21,11.6,97.4,98.5
11001009803,2013,19345,211500,1.9,11.3,74,4.4,96.8,96.2
11001009804,2013,44356,234900,2.8,16.1,55,8.6,98.7,97.3
11001009807,2013,35727,223700,3,15.8,73,8.2,95.7,97.6
11001009810,2013,28239,163500,2.3,28.4,0,6.2,99.1,97.8
11001009811,2013,25205,172000,7.4,31.6,38,5.1,98.2,97.3
11001009901,2013,86500,368900,0.6,1.9,66,26.9,98.8,95.3
11001009902,2013,42052,231200,3.7,13.8,149,14.6,96.7,94
11001009903,2013,62219,267800,1.3,19.3,18,13.3,99,98.3
11001009904,2013,35478,218400,1.5,16,96,8.2,96.1,97.9
11001009905,2013,38310,246600,2.6,20.2,50,6.5,95.2,94.7
11001009906,2013,42240,204900,3,11.6,186,4,96.9,97.5
11001009907,2013,23607,218200,5.5,26.6,35,2.9,99.2,99.7
11001010100,2013,70951,392300,0,0,0,29.2,71.8,74.8
11001010200,2013,84053,571800,0.8,2.5,56,29.7,85.2,84.5
11001010300,2013,57024,440300,2.3,7.7,0,16.9,79.7,73.3
11001010400,2013,40078,270200,7.4,12.6,51,12.8,94.4,95.8
11001010500,2013,71875,323400,0.5,0,12,37.7,79.2,81
11001010600,2013,90027,444600,1.7,4.6,59,33.6,84.9,85.6
11001010700,2013,65333,606100,0,0.3,0,33.5,73.5,76.3
11001010800,2013,24470,225000,0,0,0,33.4,86.7,81.9
11001010900,2013,26445,137100,5.9,36.2,52,6.2,98.7,97.7
11001011000,2013,82275,276900,0,2.4,16,28.2,85.2,83.9
11001011100,2013,55108,333800,2.4,4.5,8,18.2,90.1,89.4
11001000100,2014,170338,1000000,0,2.4,85,25.1,72.5,71.8
11001000201,2014,NA,NA,0,0,0,11.3,82.2,70.8
11001000202,2014,152256,1000000,0.2,2.2,12,34.9,83.2,78.2
11001000300,2014,135045,751500,1.4,1.5,35,34.8,81.6,83.4
11001000400,2014,225179,1000000,0.8,0,0,18.8,67.3,71.1
11001000501,2014,100109,881700,0,1.7,0,33.1,78.9,80.3
11001000502,2014,113688,875000,0,0.4,16,27.5,82.7,79.7
11001000600,2014,155031,977800,0.7,3,40,29.5,79.6,79.8
11001000701,2014,78040,380900,0,0.9,22,38.8,77.2,78
11001000702,2014,71032,281100,1.2,3.4,35,40.9,78.7,73.4
11001000801,2014,135119,844800,1.2,1.2,54,32,72,74.2
11001000802,2014,91037,856100,0.5,3.5,65,39,79.7,74.2
11001000901,2014,231042,1000000,0,1.7,19,29,80.3,74.9
11001000902,2014,191607,1000000,1.1,6.4,9,26.9,76.9,76.5
11001001001,2014,157621,845900,1.9,3.6,37,29.8,76.9,76.2
11001001002,2014,90221,442000,0.7,0,49,29.9,78.5,78.5
11001001100,2014,123378,835700,1.5,4.9,31,34.6,81.9,85.1
11001001200,2014,101628,801700,0,3.1,20,39.3,78.1,76.7
11001001301,2014,119234,1000000,3.5,0,8,26.7,83.1,84.1
11001001302,2014,93795,396300,2.5,0.3,31,32.3,76.7,75.4
11001001401,2014,113345,922000,0.6,3,27,32.6,76.3,82.5
11001001402,2014,128625,797700,0.7,4.3,164,27.6,79.9,80.8
11001001500,2014,200404,948000,0,1.3,75,27.9,88.3,88.5
11001001600,2014,136875,720200,1.6,4,69,30.2,91.2,87.7
11001001702,2014,89926,458000,2.3,3.5,17,26.3,87.4,86.2
11001001803,2014,47436,528300,2.9,3.9,172,18.6,53.1,48.5
11001001804,2014,46505,425600,1.9,9,37,14.6,54.6,59
11001001901,2014,73295,373800,3.2,7.5,44,15.4,77.8,77.5
11001001902,2014,89639,450300,0.7,6.1,49,15.6,82.9,81.5
11001002001,2014,52455,670000,0,0.1,35,25.6,71.2,63.5
11001002002,2014,64559,494300,2.4,7.9,61,21.2,79.2,68.2
11001002101,2014,47740,330300,0.8,8.9,38,17,62.7,61.7
11001002102,2014,51555,392700,0.8,14.6,84,22.1,76.4,71.3
11001002201,2014,67117,408800,1.3,6.6,90,22.2,82.9,85.2
11001002202,2014,49944,341400,8,15.4,0,17.3,70.2,65.1
11001002301,2014,71000,400000,2.6,10.4,46,17.3,80,83.1
11001002302,2014,61458,300000,1.1,9.3,0,17.4,89.9,91.8
11001002400,2014,91591,447300,0.8,11.2,39,22.1,77.6,77.7
11001002501,2014,35813,609700,0,8,64,18,73.8,76.6
11001002502,2014,65325,491100,1,6.3,148,13.6,70.9,65.5
11001002600,2014,129211,893800,0.4,3.5,112,28.6,78.6,74.3
11001002701,2014,67181,675500,1.8,1.6,50,32.4,75.9,72.7
11001002702,2014,90658,768800,1.2,2,80,25,73.8,72.5
11001002801,2014,49296,379900,7.6,10.1,51,18.5,60.3,60.7
11001002802,2014,55875,392500,1.9,8.6,34,19.2,56.9,63.8
11001002900,2014,81815,530900,0.7,5.5,28,22.2,69.2,72
11001003000,2014,64564,625000,1.4,13.4,22,30.4,89,85.3
11001003100,2014,71774,398900,2.8,7,36,26.3,62,51.3
11001003200,2014,68163,369000,2.6,9.9,59,15,77.1,75.5
11001003301,2014,96136,559500,0.8,3.8,23,34.5,87,86.7
11001003302,2014,100395,588800,2.1,7.2,39,30.5,84.7,84.9
11001003400,2014,80789,551800,5.9,3.2,9,31.6,90,83.3
11001003500,2014,68995,432200,1.8,9.3,3,23,80.1,79.9
11001003600,2014,92139,724200,1.8,5.5,20,30.6,81.3,81.3
11001003700,2014,68462,468100,0,12,67,28.5,75.4,82.6
11001003800,2014,89295,572600,2.5,0,30,29.8,70.5,69.7
11001003900,2014,82188,398100,0,0.9,33,37.9,80.9,80
11001004001,2014,109884,481300,0,0.6,25,39.6,88.4,83.2
11001004002,2014,91970,516300,0.6,0,0,34.8,74.4,73.2
11001004100,2014,125179,791700,0.8,0.8,66,29.8,77.5,73.1
11001004201,2014,97813,497400,0,1.5,10,31.1,80.3,83.2
11001004202,2014,88750,449100,0,0,43,35.6,81.4,81.2
11001004300,2014,81034,669500,3,1.1,29,38.3,77.2,83.6
11001004400,2014,133269,601300,0,0.9,18,38.2,82,85.6
11001004600,2014,91750,469400,1.8,9.9,124,22.8,92,91.4
11001004701,2014,25577,435400,0,13.3,43,12.5,85.1,86.8
11001004702,2014,79833,467500,0,3,0,31.4,87.4,86.7
11001004801,2014,99808,556800,0,0,22,31.8,85.8,85.6
11001004802,2014,75125,503000,4.7,3,37,21.3,76.2,79.2
11001004901,2014,54531,651900,2.8,14.2,87,31.4,80.1,72.8
11001004902,2014,97813,495600,0.1,7.7,27,26.8,76,82.5
11001005001,2014,132232,665800,0,0,170,33.5,81.3,84.3
11001005002,2014,76507,475300,0,0,43,21.6,70.3,74.2
11001005201,2014,101789,487000,0,0,0,34.9,81,81
11001005301,2014,95078,435900,0.6,0,46,37.1,81.7,83.9
11001005500,2014,90645,646800,0,2.1,18,29.2,71.9,72.9
11001005600,2014,70977,498400,0,0,19,32.6,72.4,78
11001005800,2014,122500,452300,0.5,0.5,46,27.1,74.4,70.8
11001005900,2014,95714,448500,0,0,0,37,82.6,82.5
11001006202,2014,NA,NA,NA,NA,NA,NA,NA,NA
11001006400,2014,19933,352300,0.6,19.6,55,10.1,93.7,94.1
11001006500,2014,128654,805000,0.5,0.9,59,33,89.6,89.9
11001006600,2014,159659,848200,0,0,22,32.1,88.9,86.2
11001006700,2014,138292,813200,2,1.4,43,33.1,88.4,88.4
11001006801,2014,77348,467000,1.7,7.2,33,22.5,94.6,94
11001006802,2014,105625,561400,2.1,5.5,64,22.9,93.9,87.8
11001006804,2014,NA,NA,NA,NA,24,2,91.8,93.3
11001006900,2014,114676,660100,0,0.7,79,26.3,90.9,94.8
11001007000,2014,112371,680800,0,1,60,38.1,90.8,91.1
11001007100,2014,65195,454700,3.2,6.1,55,23.1,91.7,92.7
11001007200,2014,106000,435500,0.8,3.3,34,34.6,90.6,91.2
11001007301,2014,66094,NA,2.2,6.2,190,25.1,90.1,87.6
11001007304,2014,26683,207000,3,20.9,125,8.8,97.4,95.4
11001007401,2014,14813,280600,3.4,34.7,72,4.1,97.2,97.3
11001007403,2014,28149,158500,1.5,25.2,16,4.6,96.8,97.1
11001007404,2014,28250,252900,1.4,39.6,51,8.8,98.8,98.4
11001007406,2014,31331,NA,2.3,31.2,12,3.4,98.2,99
11001007407,2014,39245,207400,0,27.3,172,12.2,98.6,94.8
11001007408,2014,23879,365900,2.7,28.5,85,1.4,99,98.7
11001007409,2014,34000,264200,3.4,27.8,61,3.9,98.4,99.7
11001007502,2014,23304,193500,1,25.5,39,5.6,97.5,97.8
11001007503,2014,30893,262500,1.9,30.4,117,6.1,97.2,95.8
11001007504,2014,18529,197300,4.8,24.2,101,8.5,95.9,93.6
11001007601,2014,37434,245800,3.9,10.5,70,8.1,97.4,94.6
11001007603,2014,53897,315800,1.1,7.4,45,18.1,91.5,86.9
11001007604,2014,56736,370600,2.5,12.6,13,18.4,95.1,96.7
11001007605,2014,44489,238900,6.8,6.3,92,10.1,91.3,93.6
11001007703,2014,25180,222400,1.6,27,114,5.7,97.1,95.5
11001007707,2014,47883,261700,1.6,17.5,35,9,100,98.2
11001007708,2014,27760,165100,7.6,15.2,115,2.3,99.8,98.7
11001007709,2014,34825,205600,0,13.4,28,6.3,95.4,90.7
11001007803,2014,36957,179500,3,10.6,72,11,94.5,91.7
11001007804,2014,39525,218500,4.7,12.5,78,5.8,93.7,96.8
11001007806,2014,34896,166100,1.4,16.4,17,9.6,97.9,96.5
11001007807,2014,32000,182200,0,21.5,88,5.8,95,96.6
11001007808,2014,40923,220900,0,15.6,123,14.7,86.7,87.6
11001007809,2014,38819,187700,0,20.7,80,7.6,94.4,94.5
11001007901,2014,40658,431500,5.2,13.4,48,10.8,97.9,97.3
11001007903,2014,46638,316400,3.1,9.1,37,18.6,97.3,95.1
11001008001,2014,112115,586700,0,4.7,21,33.6,86.1,91.1
11001008002,2014,106429,538800,0.6,2.9,101,29.9,91.5,89
11001008100,2014,124239,715500,0.8,0.9,59,39.1,92.9,92.7
11001008200,2014,98036,818800,0,1.2,26,41.5,88.6,90.7
11001008301,2014,143208,726600,1.8,0.9,65,37.5,90,90.7
11001008302,2014,110250,679600,2.9,0,16,37.5,90,89.5
11001008402,2014,74583,625000,0.5,0.5,55,27,90.3,91.5
11001008410,2014,107662,472300,2.1,10.7,83,27,93.9,95.8
11001008701,2014,66442,453400,0,3.9,47,18.5,91.4,87.1
11001008702,2014,51211,357900,1.3,4.2,0,18.7,90.6,92
11001008802,2014,52606,343100,2,9.1,19,17.4,92.7,91.5
11001008803,2014,15313,211600,0,19.6,0,12.4,86.1,85.4
11001008804,2014,38500,273800,0,12.7,61,8.1,89.5,89.5
11001008903,2014,34949,240500,2.2,24.1,104,17.5,90.5,91.8
11001008904,2014,31694,200500,5,8.7,42,10.3,83.9,89.4
11001009000,2014,31848,297300,0.7,3.7,41,14.7,92.2,94.4
11001009102,2014,44043,273800,3.7,20.4,82,15.1,87,87.2
11001009201,2014,52279,393500,1.8,11.1,48,11.6,90,85.9
11001009203,2014,68750,351200,0,11.1,90,27.1,86.5,88.5
11001009204,2014,21993,252100,3.7,14.6,26,11.8,80.6,77
11001009301,2014,75353,458200,0,5.9,71,19.5,91.9,90
11001009302,2014,63375,381800,0,4.7,95,15.6,86.8,83
11001009400,2014,71454,400200,0,7.5,48,19.3,92.8,90.5
11001009501,2014,43924,296600,6.2,11.8,47,8.7,73.3,71.8
